Team,Player,Level,Pos,Yrs,Cost,Note,Options
Ryno World,Triston McKenzie,MLB,SP,1,$2.90,,
Ryno World,Rhys Hoskins,MLB,1B,1,$2.69,,
Ryno World,Jack Flaherty,MLB,SP,1,$2.05,,
Ryno World,Casey Mize,MLB,SP,4,$1.00,,
Ryno World,Jose Miranda,MLB,3B,1,$1.00,@,
Ryno World,Michael Harris II,MLB,OF,1,$1.00,@,
Ryno World,George Kirby,MLB,SP,1,$1.00,@,
Ryno World,Michael Kopech,MLB,RP,1,$1.00,@,
Ryno World,Max Scherzer,MLB,SP,1,$1.00,,
Ryno World,Vaughn Grissom,MLB,2B,1,$2.10,,
Ryno World,Druw Jones,AA,OF,9,$1.00,,
Ryno World,Zac Veen,AA,OF,8,$1.00,,
Ryno World,Joey Bart,MLB,C,2,$1.00,,
Ryno World,Jace Jung,AA,2B,U,$-,,3
Ryno World,Ethan Salas,AA,C,U,$-,,3
Ryno World,Henry Davis,AA,C,U,$-,,2
Ryno World,Oscar Colas,AA,OF,U,$-,,2
Ryno World,Ben Joyce,AA,RP,U,$-,,3
Ryno World,Chase Burns,AA,SP,U,$-,,3
Ryno World,Hagen Smith,AA,SP,U,$-,,3
Ryno World,Noble Meyer,AA,SP,U,$-,,3
Ryno World,Sam Bachman,AA,SP,U,$-,,3
Ryno World,Jacob Gonzalez,AA,SS,U,$-,,3
Ryno World,Jose Abreu,AAA,1B,0,AAA opt,,
Ryno World,Matt Chapman,AAA,3B,0,AAA opt,,
Ryno World,Gary Sanchez,AAA,C,0,AAA opt,,
Ryno World,Kris Bryant,AAA,OF,0,AAA opt,,
Ryno World,Whit Merrifield,AAA,OF,0,AAA opt,,
Ryno World,Aroldis Chapman,AAA,RP,0,AAA opt,,
Ryno World,Joe Ross,AAA,SP,0,AAA opt,,
Ryno World,Jake Irvin,AAA,SP,0,AAA opt,,
Springfield Zephyrs,Nestor Cortes,MLB,SP,1,$1.50,,
Springfield Zephyrs,Logan O'Hoppe,MLB,C,2,$1.00,@,
Springfield Zephyrs,Reese Olson,MLB,SP,2,$1.00,,
Springfield Zephyrs,Bryson Stott,MLB,2B,1,$1.00,@,
Springfield Zephyrs,Brendan McKay ©,Cut,SP,2,$1.00,,
Springfield Zephyrs,Ken Waldichuk ©,Cut,SP,1,$1.00,,
Springfield Zephyrs,Edouard Julien,AAA,2B,2,$1.00,@,
Springfield Zephyrs,Austin Wells,AAA,C,2,$1.00,@,
Springfield Zephyrs,Zach Neto,AAA,SS,2,$1.00,@,
Springfield Zephyrs,Gabriel Moreno,AA,C,1,$1.00,@,
Springfield Zephyrs,Matt Manning,AA,SP,1,$1.00,@,
Springfield Zephyrs,Samuel Basallo,AA,1B,U,$-,,3
Springfield Zephyrs,Matt Mervis,AA,1B,U,$-,,2
Springfield Zephyrs,Connor Norby,AA,2B,U,$-,,3
Springfield Zephyrs,Luisangel Acuna,AA,2B,U,$-,,3
Springfield Zephyrs,Miguel Vargas,AA,2B,U,$-,,3
Springfield Zephyrs,Colt Keith,AA,3B,U,$-,,3
Springfield Zephyrs,Curtis Mead,AA,3B,U,$-,,3
Springfield Zephyrs,Kazumo Okamoto,AA,3B,U,$-,,3
Springfield Zephyrs,Harry Ford,AA,C,U,$-,,3
Springfield Zephyrs,Kyle Teel,AA,C,U,$-,,3
Springfield Zephyrs,Ceddanne Rafaela,AA,OF,U,$-,,3
Springfield Zephyrs,Drew Gilbert,AA,OF,U,$-,,3
Springfield Zephyrs,Gabriel Gonzalez,AA,OF,U,$-,,3
Springfield Zephyrs,Pete Crow-Armstrong,AA,OF,U,$-,,3
Springfield Zephyrs,Jordan Walker,AA,OF,U,$-,,2
Springfield Zephyrs,AJ Smith-Shawver,AA,SP,U,$-,,3
Springfield Zephyrs,Brock Porter,AA,SP,U,$-,,3
Springfield Zephyrs,Lucas Giolito,AA,SP,U,$-,,3
Springfield Zephyrs,Rhett Lowder,AA,SP,U,$-,,3
Springfield Zephyrs,Robby Snelling,AA,SP,U,$-,,3
Springfield Zephyrs,Tink Hence,AA,SP,U,$-,,3
Springfield Zephyrs,Trevor Rogers,AA,SP,U,$-,,3
Springfield Zephyrs,Cole Young,AA,SS,U,$-,,3
Springfield Zephyrs,Jett Williams,AA,SS,U,$-,,3
Springfield Zephyrs,Masyn Winn,AA,SS,U,$-,,3
Springfield Zephyrs,Noelvi Marte,AA,SS,U,$-,,3
Springfield Zephyrs,Tommy Troy,AA,SS,U,$-,,3
Cheating Raiders,Kerry Carpenter,AAA,OF,1,$3.00,,
Structure Fire,Tanner Houck,MLB,SP,1,40%,¹,
Structure Fire,Pete Alonso,MLB,1B,1,$11.00,,
Structure Fire,Ian Happ,MLB,OF,1,$4.05,,
Structure Fire,James Outman,MLB,OF,2,$2.70,,
Structure Fire,Nick Castellanos,MLB,OF,1,$2.60,,
Structure Fire,Anthony Volpe,MLB,SS,7,$2.50,,
Structure Fire,Jesus Luzardo,MLB,SP,3,$2.00,,
Structure Fire,Andres Munoz,MLB,RP,1,$1.15,,
Structure Fire,Elly De La Cruz,MLB,3B,2,$1.00,@,
Structure Fire,Francisco Alvarez,MLB,C,2,$1.00,@,
Structure Fire,Luis Arraez,MLB,2B,1,$1.00,,
Structure Fire,Riley Greene,MLB,OF,1,$1.00,@,
Structure Fire,Lars Nootbaar,MLB,OF,1,$1.00,,
Structure Fire,Jordan Hicks,MLB,SP,1,$1.00,,
Structure Fire,Spencer Howard ©,Cut,SP,2,$1.95,,
Structure Fire,Asa Lacy ©,Cut,SP,5,$1.21,,
Structure Fire,Evan White ©,Cut,1B,3,$1.00,,
Structure Fire,Garrett Whitlock,MLB,SP,1,40%,¹,
Structure Fire,Josiah Gray,MLB,SP,1,40%,¹,
Structure Fire,Shane McClanahan,MLB,SP,1,40%,¹,
Structure Fire,Dylan Carlson,AAA,OF,4,$2.15,,
Structure Fire,Alex Kirilloff,AAA,1B,3,$1.00,,
Structure Fire,Jo Adell,AAA,OF,2,$1.00,@,
Structure Fire,DL Hall,AAA,SP,2,$1.00,@,
Structure Fire,JJ Wetherholt,AA,2B,9,$1.00,,
Structure Fire,Marcelo Mayer,AA,SS,8,$1.00,,
Structure Fire,Charlie Condon,AA,1B,U,$-,,3
Structure Fire,Aidan Miller,AA,3B,U,$-,,3
Structure Fire,Brett Baty,AA,3B,U,$-,,3
Structure Fire,Marco Luciano,AA,3B,U,$-,,3
Structure Fire,Colton Cowser,AA,OF,U,$-,,3
Structure Fire,Konnor Griffin,AA,OF,U,$-,,3
Structure Fire,Robert Hassell III,AA,OF,U,$-,,3
Structure Fire,Connor Phillips,AA,SP,U,$-,,3
Structure Fire,Edwin Arroyo,AA,SS,U,$-,,3
Structure Fire,Jordan Lawlar,AA,SS,U,$-,,3
West Coast Spartans,Matt McLain,MLB,2B,1,$6.10,,
West Coast Spartans,Devin Williams,MLB,RP,2,$2.30,,
West Coast Spartans,Aaron Ashby,MLB,SP,4,$1.25,,
West Coast Spartans,Eloy Jimenez,MLB,OF,2,$1.00,,
West Coast Spartans,Jung Hoo Lee,MLB,OF,2,$1.00,,
West Coast Spartans,Corbin Carroll,MLB,OF,1,$1.00,@,
West Coast Spartans,Griffin Canning,MLB,SP,1,$1.00,@,
West Coast Spartans,Reid Detmers,MLB,SP,1,40%,¹,
West Coast Spartans,Evan Carter,MLB,OF,2,$1.00,@,
West Coast Spartans,Sal Frelick,MLB,OF,2,$1.00,@,
West Coast Spartans,Max Meyer,AA,SP,4,$1.70,,
West Coast Spartans,Andrew Painter,AA,SP,11,$1.05,,
West Coast Spartans,Termarr Johnson,AA,2B,U,$-,,3
West Coast Spartans,Brock Wilken,AA,3B,U,$-,,3
West Coast Spartans,Coby Mayo,AA,3B,U,$-,,3
West Coast Spartans,Victor Scott II,AA,OF,U,$-,,3
West Coast Spartans,Bryce Eldridge,AA,OF,U,$-,,3
West Coast Spartans,Elijah Green,AA,OF,U,$-,,3
West Coast Spartans,Roman Anthony,AA,OF,U,$-,,3
West Coast Spartans,Chase Hampton,AA,SP,U,$-,,3
West Coast Spartans,Gavin Stone,AA,SP,U,$-,,3
West Coast Spartans,Jacob Misiorowski,AA,SP,U,$-,,3
West Coast Spartans,Jarlin Susana,AA,SP,U,$-,,3
West Coast Spartans,Jeter Martinez,AA,SP,U,$-,,3
West Coast Spartans,Mick Abel,AA,SP,U,$-,,3
West Coast Spartans,Ricky Tiedemann,AA,SP,U,$-,,3
West Coast Spartans,Adael Amador,AA,SS,U,$-,,3
West Coast Spartans,Brooks Lee,AA,SS,U,$-,,3
West Coast Spartans,Leodalis De Vries,AA,SS,U,$-,,3
West Coast Spartans,Roderick Arias,AA,SS,U,$-,,3
West Coast Spartans,Justin Turner,AAA,1B,0,AAA opt,,
West Coast Spartans,Eugenio Suarez,AAA,3B,0,AAA opt,,
West Coast Spartans,Yennier Cano,AAA,RP,0,AAA opt,,
West Coast Spartans,Graham Ashcraft,AAA,SP,0,AAA opt,,
Young Bucks,Cole Ragans,MLB,SP,2,$5.45,,
Young Bucks,Michael King,MLB,SP,1,$4.15,,
Young Bucks,Jasson Dominguez,MLB,OF,9,$2.00,,
Young Bucks,Ke'Bryan Hayes,MLB,3B,2,$1.50,²,
Young Bucks,Frankie Montas,MLB,SP,2,$1.00,@,
Young Bucks,Brandon Pfaadt,MLB,SP,1,$1.00,@,
Young Bucks,Brayan Bello,MLB,SP,1,$1.00,@,
Young Bucks,Wander Franco ©,Cut,SS,7,$2.55,,
Young Bucks,Miguel Andujar ©,Cut,OF,2,$1.00,,
Young Bucks,Kyle Harrison,AAA,SP,2,$1.00,@,
Young Bucks,A.J. Minter,AA,RP,U,$-,,2
Young Bucks,Cade Cavalli,AA,SP,U,$-,,3
Young Bucks,Luis Morales,AA,SP,U,$-,,3
Young Bucks,Roki Sasaki,AA,SP,U,$-,,3
Young Bucks,Shunpeita Yamashita,AA,SP,U,$-,,3
Young Bucks,Will Warren,AA,SP,U,$-,,3
Young Bucks,Eury Perez,AA,SP,U,$-,,2
Young Bucks,Garrett Crochet,AA,SP,U,$-,,2
Young Bucks,Jared Jones,AA,SP,U,$-,,2
Young Bucks,Matthew Liberatore,AA,SP,U,$-,,2
Young Bucks,Shane Baz,AA,SP,U,$-,,2
Young Bucks,Trevor Williams,AAA,SP,0,AAA opt,,
Young Bucks,DJ LeMahieu,AAA,1B,0,AAA opt,,
Young Bucks,Jeff McNeil,AAA,2B,0,AAA opt,,
Young Bucks,Alejandro Kirk,AAA,C,0,AAA opt,,
Young Bucks,Taijuan Walker,AAA,SP,0,AAA opt,,
Young Bucks,Jose Quintana,AAA,SP,0,AAA opt,,
